query,title,docid,link,rel
What are the impacts of the Afghanistan withdrawal on regional stability and security,China-Pakistan relations,10480332,https://en.wikipedia.org/wiki/?curid=10480332,1
What are the impacts of the Afghanistan withdrawal on regional stability and security,Opposition to the War in Afghanistan (2001â?021),3367799,https://en.wikipedia.org/wiki/?curid=3367799,5
What are the impacts of the Afghanistan withdrawal on regional stability and security,Political positions of the Democratic Party,46778080,https://en.wikipedia.org/wiki/?curid=46778080,3
What are the impacts of the Afghanistan withdrawal on regional stability and security,Freemasonry,11227,https://en.wikipedia.org/wiki/?curid=11227,1
What are the impacts of the Afghanistan withdrawal on regional stability and security,Kazakhstan-United States relations,8648419,https://en.wikipedia.org/wiki/?curid=8648419,3
What are the impacts of the Afghanistan withdrawal on regional stability and security,Majoritarian representation,32220127,https://en.wikipedia.org/wiki/?curid=32220127,1
What are the impacts of the Afghanistan withdrawal on regional stability and security,Iran-Saudi Arabia proxy conflict,48998216,https://en.wikipedia.org/wiki/?curid=48998216,3
What are the impacts of the Afghanistan withdrawal on regional stability and security,MI6,39923951,https://en.wikipedia.org/wiki/?curid=39923951,2
What are the impacts of the Afghanistan withdrawal on regional stability and security,Jim Mattis,1470176,https://en.wikipedia.org/wiki/?curid=1470176,4
What are the impacts of the Afghanistan withdrawal on regional stability and security,Taliban insurgency,4512092,https://en.wikipedia.org/wiki/?curid=4512092,5
What are the impacts of the Afghanistan withdrawal on regional stability and security,Royal Dragoon Guards,1392848,https://en.wikipedia.org/wiki/?curid=1392848,2
What are the impacts of the Afghanistan withdrawal on regional stability and security,Machine,51462,https://en.wikipedia.org/wiki/?curid=51462,1
What are the impacts of the Afghanistan withdrawal on regional stability and security,Afghan conflict,27576770,https://en.wikipedia.org/wiki/?curid=27576770,5
What are the impacts of the Afghanistan withdrawal on regional stability and security,Afghanistan-United States relations,5501404,https://en.wikipedia.org/wiki/?curid=5501404,5
What are the impacts of the Afghanistan withdrawal on regional stability and security,Basel,4911,https://en.wikipedia.org/wiki/?curid=4911,1
What are the impacts of the Afghanistan withdrawal on regional stability and security,Cryptographic primitive,4928985,https://en.wikipedia.org/wiki/?curid=4928985,1
What are the impacts of the Afghanistan withdrawal on regional stability and security,COX-2 inhibitor,772572,https://en.wikipedia.org/wiki/?curid=772572,1
What are the impacts of the Afghanistan withdrawal on regional stability and security,Harold Brown (Secretary of Defense),588566,https://en.wikipedia.org/wiki/?curid=588566,3
What are the impacts of the Afghanistan withdrawal on regional stability and security,Withdrawal of United States troops from Afghanistan (2011â?016),36920007,https://en.wikipedia.org/wiki/?curid=36920007,5
What are the impacts of the Afghanistan withdrawal on regional stability and security,Democratic Republic of Afghanistan,50465,https://en.wikipedia.org/wiki/?curid=50465,5
What are the impacts of the Afghanistan withdrawal on regional stability and security,Resolute Support Mission,44742232,https://en.wikipedia.org/wiki/?curid=44742232,4
What are the impacts of the Afghanistan withdrawal on regional stability and security,Macedonian Wars,838382,https://en.wikipedia.org/wiki/?curid=838382,1
What are the impacts of the Afghanistan withdrawal on regional stability and security,The Red Green Show,474318,https://en.wikipedia.org/wiki/?curid=474318,1
What were the key events and outcomes of the Russian Revolution of 1917,Tillakaratne Dilshan,894383,https://en.wikipedia.org/wiki/?curid=894383,1
What were the key events and outcomes of the Russian Revolution of 1917,Persian Cossack Brigade,7589668,https://en.wikipedia.org/wiki/?curid=7589668,5
What were the key events and outcomes of the Russian Revolution of 1917,White Hart Lane,963915,https://en.wikipedia.org/wiki/?curid=963915,1
What were the key events and outcomes of the Russian Revolution of 1917,Saint Petersburg Conservatory,649290,https://en.wikipedia.org/wiki/?curid=649290,2
What were the key events and outcomes of the Russian Revolution of 1917,Byelorussian Soviet Socialist Republic,194937,https://en.wikipedia.org/wiki/?curid=194937,3
What were the key events and outcomes of the Russian Revolution of 1917,Stepan Shaumian,613985,https://en.wikipedia.org/wiki/?curid=613985,2
What were the key events and outcomes of the Russian Revolution of 1917,Hunting,38791,https://en.wikipedia.org/wiki/?curid=38791,1
What were the key events and outcomes of the Russian Revolution of 1917,Ukraine during World War I,13254705,https://en.wikipedia.org/wiki/?curid=13254705,5
What were the key events and outcomes of the Russian Revolution of 1917,Armenian fedayi,7502803,https://en.wikipedia.org/wiki/?curid=7502803,1
What were the key events and outcomes of the Russian Revolution of 1917,Ivan Konev,864824,https://en.wikipedia.org/wiki/?curid=864824,1
What were the key events and outcomes of the Russian Revolution of 1917,Pole of inaccessibility,547235,https://en.wikipedia.org/wiki/?curid=547235,1
What were the key events and outcomes of the Russian Revolution of 1917,Agrarian socialism,40556040,https://en.wikipedia.org/wiki/?curid=40556040,1
What were the key events and outcomes of the Russian Revolution of 1917,Anarchism in Russia,7475769,https://en.wikipedia.org/wiki/?curid=7475769,3
What were the key events and outcomes of the Russian Revolution of 1917,Safari Club,12162708,https://en.wikipedia.org/wiki/?curid=12162708,1
What were the key events and outcomes of the Russian Revolution of 1917,Governorate (Russia),560969,https://en.wikipedia.org/wiki/?curid=560969,1
What were the key events and outcomes of the Russian Revolution of 1917,Socialist Revolutionary Party,40229458,https://en.wikipedia.org/wiki/?curid=40229458,5
What were the key events and outcomes of the Russian Revolution of 1917,And Quiet Flows the Don,1173252,https://en.wikipedia.org/wiki/?curid=1173252,1
What were the key events and outcomes of the Russian Revolution of 1917,Provisional Government of Bangladesh,26711497,https://en.wikipedia.org/wiki/?curid=26711497,1
What were the key events and outcomes of the Russian Revolution of 1917,Feed-in tariff,12638406,https://en.wikipedia.org/wiki/?curid=12638406,1
What were the key events and outcomes of the Russian Revolution of 1917,Alexandra Kollontai,287916,https://en.wikipedia.org/wiki/?curid=287916,3
What were the key events and outcomes of the Russian Revolution of 1917,Allied intervention in the Russian Civil War,1647415,https://en.wikipedia.org/wiki/?curid=1647415,5
What were the key events and outcomes of the Russian Revolution of 1917,Socialist Party USA,248589,https://en.wikipedia.org/wiki/?curid=248589,1
What were the key events and outcomes of the Russian Revolution of 1917,Arturo Frondizi,339673,https://en.wikipedia.org/wiki/?curid=339673,1
What were the key events and outcomes of the Russian Revolution of 1917,Anthony Braxton,350732,https://en.wikipedia.org/wiki/?curid=350732,1
What were the key events and outcomes of the Russian Revolution of 1917,March Days,5122310,https://en.wikipedia.org/wiki/?curid=5122310,5
What were the key events and outcomes of the Russian Revolution of 1917,Steam locomotive,196788,https://en.wikipedia.org/wiki/?curid=196788,1
What were the key events and outcomes of the Russian Revolution of 1917,Revolutions of 1917-1923,38878700,https://en.wikipedia.org/wiki/?curid=38878700,5
What were the key events and outcomes of the Russian Revolution of 1917,February Revolution,45137597,https://en.wikipedia.org/wiki/?curid=45137597,5
What were the key events and outcomes of the Russian Revolution of 1917,Tsarist autocracy,20845297,https://en.wikipedia.org/wiki/?curid=20845297,2
What were the key events and outcomes of the Russian Revolution of 1917,Constance Baker Motley,1188624,https://en.wikipedia.org/wiki/?curid=1188624,1
What were the key events and outcomes of the Russian Revolution of 1917,Italian opera,1413783,https://en.wikipedia.org/wiki/?curid=1413783,1
What were the key events and outcomes of the Russian Revolution of 1917,Diplomatic history of World War I,53687987,https://en.wikipedia.org/wiki/?curid=53687987,1
What were the key events and outcomes of the Russian Revolution of 1917,Trotskyism,62092,https://en.wikipedia.org/wiki/?curid=62092,1
What were the key events and outcomes of the Russian Revolution of 1917,Battle of Klushino,394664,https://en.wikipedia.org/wiki/?curid=394664,1
What were the key events and outcomes of the Russian Revolution of 1917,Flag of Russia,326003,https://en.wikipedia.org/wiki/?curid=326003,2
What were the key events and outcomes of the Russian Revolution of 1917,Shruti Haasan,14790824,https://en.wikipedia.org/wiki/?curid=14790824,1
What were the key events and outcomes of the Russian Revolution of 1917,Leon Trotsky,17888,https://en.wikipedia.org/wiki/?curid=17888,2
What were the key events and outcomes of the Russian Revolution of 1917,Grigory Zinoviev,39565559,https://en.wikipedia.org/wiki/?curid=39565559,3
What were the key events and outcomes of the Russian Revolution of 1917,Gatchina,797420,https://en.wikipedia.org/wiki/?curid=797420,1
What were the key events and outcomes of the Russian Revolution of 1917,Argentine peso,407877,https://en.wikipedia.org/wiki/?curid=407877,1
What were the key events and outcomes of the Russian Revolution of 1917,Parallel ATA,2778,https://en.wikipedia.org/wiki/?curid=2778,1
What were the key events and outcomes of the Russian Revolution of 1917,Finnish Civil War,11772,https://en.wikipedia.org/wiki/?curid=11772,5
What were the key events and outcomes of the Russian Revolution of 1917,IU (singer),24385427,https://en.wikipedia.org/wiki/?curid=24385427,1
What were the key events and outcomes of the Russian Revolution of 1917,April Crisis,39795594,https://en.wikipedia.org/wiki/?curid=39795594,5
What were the key events and outcomes of the Russian Revolution of 1917,Lev Kamenev,39565566,https://en.wikipedia.org/wiki/?curid=39565566,1
What were the key events and outcomes of the Russian Revolution of 1917,Yakov Sverdlov,555097,https://en.wikipedia.org/wiki/?curid=555097,2
What were the key events and outcomes of the Russian Revolution of 1917,Nikolai Yudenich,754367,https://en.wikipedia.org/wiki/?curid=754367,1
What were the key events and outcomes of the Russian Revolution of 1917,Universal Sports,18055880,https://en.wikipedia.org/wiki/?curid=18055880,1
What were the key events and outcomes of the Russian Revolution of 1917,Russian Revolution,25762,https://en.wikipedia.org/wiki/?curid=25762,5
What were the key events and outcomes of the Russian Revolution of 1917,Uneven and combined development,21253499,https://en.wikipedia.org/wiki/?curid=21253499,1
what are the psychological effects of long-term space exploration on astronauts' mental health,Chicago blues,171903,https://en.wikipedia.org/wiki/?curid=171903,5
What are the key considerations when choosing a smartphone for different needs,Xiaomi,33454300,https://en.wikipedia.org/wiki/?curid=33454300,5
What are the key considerations when choosing a smartphone for different needs,Aluminium bronze,2261503,https://en.wikipedia.org/wiki/?curid=2261503,1
What are the key considerations when choosing a smartphone for different needs,Distributed operating system,26524575,https://en.wikipedia.org/wiki/?curid=26524575,3
What are the key considerations when choosing a smartphone for different needs,Joel Meyers,4058797,https://en.wikipedia.org/wiki/?curid=4058797,1
What are the key considerations when choosing a smartphone for different needs,KNVA,2322682,https://en.wikipedia.org/wiki/?curid=2322682,1
What are the key considerations when choosing a smartphone for different needs,Supreme Court of Alabama,4020699,https://en.wikipedia.org/wiki/?curid=4020699,1
What are the key considerations when choosing a smartphone for different needs,See-through display,37663996,https://en.wikipedia.org/wiki/?curid=37663996,4
What are the key considerations when choosing a smartphone for different needs,Personal health record,2385442,https://en.wikipedia.org/wiki/?curid=2385442,3
What are the key considerations when choosing a smartphone for different needs,Push-to-talk,358882,https://en.wikipedia.org/wiki/?curid=358882,3
What are the key considerations when choosing a smartphone for different needs,College Football on CBS Sports,7102864,https://en.wikipedia.org/wiki/?curid=7102864,1
What are the key considerations when choosing a smartphone for different needs,IPhone XR,58468005,https://en.wikipedia.org/wiki/?curid=58468005,5
What are the key considerations when choosing a smartphone for different needs,Presentation program,308054,https://en.wikipedia.org/wiki/?curid=308054,2
What are the key considerations when choosing a smartphone for different needs,WebAuthn,57396855,https://en.wikipedia.org/wiki/?curid=57396855,2
What are the key considerations when choosing a smartphone for different needs,Aberdare Range,2074668,https://en.wikipedia.org/wiki/?curid=2074668,1
What are the key considerations when choosing a smartphone for different needs,Martin Luther King Jr. National Historical Park,1426846,https://en.wikipedia.org/wiki/?curid=1426846,1
What are the key considerations when choosing a smartphone for different needs,Samsung Galaxy S4,38151849,https://en.wikipedia.org/wiki/?curid=38151849,5
What are the key considerations when choosing a smartphone for different needs,Prostitution in Scotland,22322009,https://en.wikipedia.org/wiki/?curid=22322009,1
What are the key considerations when choosing a smartphone for different needs,Houston Independent School District,316304,https://en.wikipedia.org/wiki/?curid=316304,1
What are the key considerations when choosing a smartphone for different needs,Palm Pre,21010964,https://en.wikipedia.org/wiki/?curid=21010964,4
What are the key considerations when choosing a smartphone for different needs,Scrolling,913183,https://en.wikipedia.org/wiki/?curid=913183,4
What are the key considerations when choosing a smartphone for different needs,Orgburo,43473025,https://en.wikipedia.org/wiki/?curid=43473025,1
What are the key considerations when choosing a smartphone for different needs,FitTV,2763737,https://en.wikipedia.org/wiki/?curid=2763737,2
What are the key considerations when choosing a smartphone for different needs,WPLG,1499196,https://en.wikipedia.org/wiki/?curid=1499196,1
What are the key considerations when choosing a smartphone for different needs,2008-09 Football League Two,18795125,https://en.wikipedia.org/wiki/?curid=18795125,1
What are the key considerations when choosing a smartphone for different needs,2008-09 Football League One,18788823,https://en.wikipedia.org/wiki/?curid=18788823,1
What are the key considerations when choosing a smartphone for different needs,1962 Major League Baseball season,15513363,https://en.wikipedia.org/wiki/?curid=15513363,1
What are the key considerations when choosing a smartphone for different needs,Degree (angle),1195294,https://en.wikipedia.org/wiki/?curid=1195294,2
What are the key considerations when choosing a smartphone for different needs,Good Food,721669,https://en.wikipedia.org/wiki/?curid=721669,2
What are the key considerations when choosing a smartphone for different needs,Duster (clothing),2041780,https://en.wikipedia.org/wiki/?curid=2041780,1
What are the key considerations when choosing a smartphone for different needs,Glyoxysome,2509671,https://en.wikipedia.org/wiki/?curid=2509671,1
What are the key considerations when choosing a smartphone for different needs,Ethics of technology,699052,https://en.wikipedia.org/wiki/?curid=699052,3
What are the key considerations when choosing a smartphone for different needs,Parking lot,509748,https://en.wikipedia.org/wiki/?curid=509748,1
What are the key considerations when choosing a smartphone for different needs,The Muppets' Wizard of Oz,1501259,https://en.wikipedia.org/wiki/?curid=1501259,1
What are the key considerations when choosing a smartphone for different needs,Rikkyo University,1312318,https://en.wikipedia.org/wiki/?curid=1312318,1
What are the key considerations when choosing a smartphone for different needs,Corporate finance,34742901,https://en.wikipedia.org/wiki/?curid=34742901,1
What are the key considerations when choosing a smartphone for different needs,Crypto Wars,44204924,https://en.wikipedia.org/wiki/?curid=44204924,3
What are the key considerations when choosing a smartphone for different needs,Joint Cipher Bureau,14578950,https://en.wikipedia.org/wiki/?curid=14578950,2
What are the key considerations when choosing a smartphone for different needs,DeWalt,4761325,https://en.wikipedia.org/wiki/?curid=4761325,1
What are the key considerations when choosing a smartphone for different needs,FIAPF,5997145,https://en.wikipedia.org/wiki/?curid=5997145,1
What are the key considerations when choosing a smartphone for different needs,Lenovo smartphones,33789749,https://en.wikipedia.org/wiki/?curid=33789749,5
What are the key considerations when choosing a smartphone for different needs,Symbian,25686223,https://en.wikipedia.org/wiki/?curid=25686223,5
What are the key considerations when choosing a smartphone for different needs,Smartphone patent wars,34966816,https://en.wikipedia.org/wiki/?curid=34966816,4
What are the key considerations when choosing a smartphone for different needs,1976 United Kingdom local elections,7901858,https://en.wikipedia.org/wiki/?curid=7901858,1
What are the key considerations when choosing a smartphone for different needs,Moto G (1st generation),41075161,https://en.wikipedia.org/wiki/?curid=41075161,5
What are the key considerations when choosing a smartphone for different needs,Tarantula,18581082,https://en.wikipedia.org/wiki/?curid=18581082,1
What are the key considerations when choosing a smartphone for different needs,Sony Xperia,23556331,https://en.wikipedia.org/wiki/?curid=23556331,5
What are the key considerations when choosing a smartphone for different needs,Territorial evolution of the Ottoman Empire,22534419,https://en.wikipedia.org/wiki/?curid=22534419,1
What are the key considerations when choosing a smartphone for different needs,Agent-based model,985619,https://en.wikipedia.org/wiki/?curid=985619,2
What are the key considerations when choosing a smartphone for different needs,Baikonur Cosmodrome Site 31,16792101,https://en.wikipedia.org/wiki/?curid=16792101,1
What are the key considerations when choosing a smartphone for different needs,Mobile security,30500317,https://en.wikipedia.org/wiki/?curid=30500317,5
How do colleges and universities address issues of sexual harassment and assault,Psi Upsilon,447070,https://en.wikipedia.org/wiki/?curid=447070,1
How do colleges and universities address issues of sexual harassment and assault,Mattress Performance (Carry That Weight),44249333,https://en.wikipedia.org/wiki/?curid=44249333,5
How do colleges and universities address issues of sexual harassment and assault,Australian National University,285106,https://en.wikipedia.org/wiki/?curid=285106,3
How do colleges and universities address issues of sexual harassment and assault,Sexual harassment in education in the United States,6303206,https://en.wikipedia.org/wiki/?curid=6303206,5
How do colleges and universities address issues of sexual harassment and assault,Gender inequality in the United States,39425949,https://en.wikipedia.org/wiki/?curid=39425949,3
How do colleges and universities address issues of sexual harassment and assault,Ann Olivarius,29045663,https://en.wikipedia.org/wiki/?curid=29045663,5
How do colleges and universities address issues of sexual harassment and assault,Violence against women,3634424,https://en.wikipedia.org/wiki/?curid=3634424,4
How do colleges and universities address issues of sexual harassment and assault,The Weinstein Company,1856234,https://en.wikipedia.org/wiki/?curid=1856234,2
How do colleges and universities address issues of sexual harassment and assault,Sisters of Mercy,125704,https://en.wikipedia.org/wiki/?curid=125704,1
How do colleges and universities address issues of sexual harassment and assault,Yale University,34273,https://en.wikipedia.org/wiki/?curid=34273,5
How do colleges and universities address issues of sexual harassment and assault,Jennifer Freyd,22780896,https://en.wikipedia.org/wiki/?curid=22780896,2
How do colleges and universities address issues of sexual harassment and assault,Max Evans (Roswell),6016887,https://en.wikipedia.org/wiki/?curid=6016887,1
How do colleges and universities address issues of sexual harassment and assault,Crime in Antarctica,58902924,https://en.wikipedia.org/wiki/?curid=58902924,1
How do colleges and universities address issues of sexual harassment and assault,University of Western Ontario,169136,https://en.wikipedia.org/wiki/?curid=169136,5
How do colleges and universities address issues of sexual harassment and assault,Multi-channel network,39418910,https://en.wikipedia.org/wiki/?curid=39418910,1
How do colleges and universities address issues of sexual harassment and assault,Megaupload,6100089,https://en.wikipedia.org/wiki/?curid=6100089,1
How do colleges and universities address issues of sexual harassment and assault,Oblate Sisters of Providence,6863121,https://en.wikipedia.org/wiki/?curid=6863121,1
How do colleges and universities address issues of sexual harassment and assault,University of Lagos,2029583,https://en.wikipedia.org/wiki/?curid=2029583,3
How do colleges and universities address issues of sexual harassment and assault,Human rights in Kazakhstan,3163132,https://en.wikipedia.org/wiki/?curid=3163132,1
How do colleges and universities address issues of sexual harassment and assault,Johnny C. Taylor Jr.,45717040,https://en.wikipedia.org/wiki/?curid=45717040,1
How do colleges and universities address issues of sexual harassment and assault,Jean Rouch,477374,https://en.wikipedia.org/wiki/?curid=477374,1
How do colleges and universities address issues of sexual harassment and assault,Brigham Young University,82058,https://en.wikipedia.org/wiki/?curid=82058,4
How do colleges and universities address issues of sexual harassment and assault,Civility,47534588,https://en.wikipedia.org/wiki/?curid=47534588,1
How do colleges and universities address issues of sexual harassment and assault,Workplace harassment,29663938,https://en.wikipedia.org/wiki/?curid=29663938,1
How do colleges and universities address issues of sexual harassment and assault,Lisa Bloom,2189937,https://en.wikipedia.org/wiki/?curid=2189937,2
How do colleges and universities address issues of sexual harassment and assault,20th century in science,56516812,https://en.wikipedia.org/wiki/?curid=56516812,1
How do colleges and universities address issues of sexual harassment and assault,University of Wollongong,461935,https://en.wikipedia.org/wiki/?curid=461935,4
How do colleges and universities address issues of sexual harassment and assault,University of Sydney,31928,https://en.wikipedia.org/wiki/?curid=31928,4
How do colleges and universities address issues of sexual harassment and assault,Boise State Broncos football,6801357,https://en.wikipedia.org/wiki/?curid=6801357,1
How do colleges and universities address issues of sexual harassment and assault,Comptroller and Auditor General of India,1920797,https://en.wikipedia.org/wiki/?curid=1920797,1
How do colleges and universities address issues of sexual harassment and assault,Prison abolition movement,1027332,https://en.wikipedia.org/wiki/?curid=1027332,1
How do colleges and universities address issues of sexual harassment and assault,Sexual assault,218407,https://en.wikipedia.org/wiki/?curid=218407,3
How do colleges and universities address issues of sexual harassment and assault,LGBT people and military service,1918232,https://en.wikipedia.org/wiki/?curid=1918232,3
How do colleges and universities address issues of sexual harassment and assault,"Magdalen College, Oxford",128099,https://en.wikipedia.org/wiki/?curid=128099,2
How do colleges and universities address issues of sexual harassment and assault,Russia_nited States relations,4482509,https://en.wikipedia.org/wiki/?curid=4482509,1
How do colleges and universities address issues of sexual harassment and assault,Hazing,441201,https://en.wikipedia.org/wiki/?curid=441201,1
How do colleges and universities address issues of sexual harassment and assault,2018 Google walkouts,58972094,https://en.wikipedia.org/wiki/?curid=58972094,1
How do colleges and universities address issues of sexual harassment and assault,Transgender inequality,41131721,https://en.wikipedia.org/wiki/?curid=41131721,4
How do colleges and universities address issues of sexual harassment and assault,La Trobe University,191584,https://en.wikipedia.org/wiki/?curid=191584,1
How do colleges and universities address issues of sexual harassment and assault,United Nations Department of Economic and Social Affairs,13372331,https://en.wikipedia.org/wiki/?curid=13372331,1
How do colleges and universities address issues of sexual harassment and assault,Mastermind (British game show),316885,https://en.wikipedia.org/wiki/?curid=316885,1
How do colleges and universities address issues of sexual harassment and assault,Cinema of Japan,10790,https://en.wikipedia.org/wiki/?curid=10790,1
How do colleges and universities address issues of sexual harassment and assault,Sex in space,6898298,https://en.wikipedia.org/wiki/?curid=6898298,1
How do colleges and universities address issues of sexual harassment and assault,Avital Ronell,1826352,https://en.wikipedia.org/wiki/?curid=1826352,5
How do colleges and universities address issues of sexual harassment and assault,Battle of Albuera,619750,https://en.wikipedia.org/wiki/?curid=619750,1
How do colleges and universities address issues of sexual harassment and assault,Bill Cosby sexual assault cases,44590252,https://en.wikipedia.org/wiki/?curid=44590252,2
How do colleges and universities address issues of sexual harassment and assault,Institutional betrayal,42628986,https://en.wikipedia.org/wiki/?curid=42628986,3
How do colleges and universities address issues of sexual harassment and assault,Dave Rubin,16340523,https://en.wikipedia.org/wiki/?curid=16340523,1
How do colleges and universities address issues of sexual harassment and assault,"Howell Township, New Jersey",125474,https://en.wikipedia.org/wiki/?curid=125474,1
How do colleges and universities address issues of sexual harassment and assault,Blue Rodeo,849443,https://en.wikipedia.org/wiki/?curid=849443,1
How do Michigan's automotive companies collaborate on research and development,Air-to-air missile,320568,https://en.wikipedia.org/wiki/?curid=320568,1
How do Michigan's automotive companies collaborate on research and development,Syracuse University College of Law,3154365,https://en.wikipedia.org/wiki/?curid=3154365,1
How do Michigan's automotive companies collaborate on research and development,Cutlet,2514849,https://en.wikipedia.org/wiki/?curid=2514849,1
How do Michigan's automotive companies collaborate on research and development,KPIT Technologies,43208785,https://en.wikipedia.org/wiki/?curid=43208785,2
How do Michigan's automotive companies collaborate on research and development,Hot foot powder,1455698,https://en.wikipedia.org/wiki/?curid=1455698,1
How do Michigan's automotive companies collaborate on research and development,"Acton, Massachusetts",116829,https://en.wikipedia.org/wiki/?curid=116829,1
How do Michigan's automotive companies collaborate on research and development,Continental AG,1604474,https://en.wikipedia.org/wiki/?curid=1604474,1
How do Michigan's automotive companies collaborate on research and development,Detroit??indsor,7598140,https://en.wikipedia.org/wiki/?curid=7598140,2
How do Michigan's automotive companies collaborate on research and development,Ford Motor Company,30433662,https://en.wikipedia.org/wiki/?curid=30433662,4
How do Michigan's automotive companies collaborate on research and development,Nexteer Automotive,31018791,https://en.wikipedia.org/wiki/?curid=31018791,3
How do Michigan's automotive companies collaborate on research and development,Fisher Body,1692082,https://en.wikipedia.org/wiki/?curid=1692082,3
How do Michigan's automotive companies collaborate on research and development,Graduate assistant,4978332,https://en.wikipedia.org/wiki/?curid=4978332,1
How do Michigan's automotive companies collaborate on research and development,Nunsploitation,3036190,https://en.wikipedia.org/wiki/?curid=3036190,1
How do Michigan's automotive companies collaborate on research and development,"New Center, Detroit",2850544,https://en.wikipedia.org/wiki/?curid=2850544,3
How do Michigan's automotive companies collaborate on research and development,Rockwell International,26367,https://en.wikipedia.org/wiki/?curid=26367,2
How do Michigan's automotive companies collaborate on research and development,Memphis-style barbecue,36249896,https://en.wikipedia.org/wiki/?curid=36249896,1
How do Michigan's automotive companies collaborate on research and development,Toyota Platz,1117295,https://en.wikipedia.org/wiki/?curid=1117295,1
How do Michigan's automotive companies collaborate on research and development,Volvo,32412,https://en.wikipedia.org/wiki/?curid=32412,1
How do Michigan's automotive companies collaborate on research and development,Windows IoT,8969589,https://en.wikipedia.org/wiki/?curid=8969589,1
How do Michigan's automotive companies collaborate on research and development,Automotive industry in Brazil,23571535,https://en.wikipedia.org/wiki/?curid=23571535,1
How do Michigan's automotive companies collaborate on research and development,Internet2,343251,https://en.wikipedia.org/wiki/?curid=343251,4
How do Michigan's automotive companies collaborate on research and development,Computer-aided engineering,456729,https://en.wikipedia.org/wiki/?curid=456729,3
How do Michigan's automotive companies collaborate on research and development,Aptiv,1710507,https://en.wikipedia.org/wiki/?curid=1710507,4
How do Michigan's automotive companies collaborate on research and development,Arogyaswami Paulraj,9711238,https://en.wikipedia.org/wiki/?curid=9711238,1
How do Michigan's automotive companies collaborate on research and development,OpenStreetMap,2955470,https://en.wikipedia.org/wiki/?curid=2955470,1
How do Michigan's automotive companies collaborate on research and development,John Dingell,386146,https://en.wikipedia.org/wiki/?curid=386146,2
How do Michigan's automotive companies collaborate on research and development,"Farmington Hills, Michigan",118331,https://en.wikipedia.org/wiki/?curid=118331,2
How do Michigan's automotive companies collaborate on research and development,BorgWarner,2861845,https://en.wikipedia.org/wiki/?curid=2861845,4
How do Michigan's automotive companies collaborate on research and development,Lal Singh,33401930,https://en.wikipedia.org/wiki/?curid=33401930,1
How do Michigan's automotive companies collaborate on research and development,Samsung SDI,53595794,https://en.wikipedia.org/wiki/?curid=53595794,1
How do Michigan's automotive companies collaborate on research and development,�ngel Cabrera,1961587,https://en.wikipedia.org/wiki/?curid=1961587,1
How do Michigan's automotive companies collaborate on research and development,KLA Corporation,3168991,https://en.wikipedia.org/wiki/?curid=3168991,1
How do Michigan's automotive companies collaborate on research and development,Linux Foundation,9055249,https://en.wikipedia.org/wiki/?curid=9055249,2
How do Michigan's automotive companies collaborate on research and development,"WMG, University of Warwick",5361381,https://en.wikipedia.org/wiki/?curid=5361381,3
How do Michigan's automotive companies collaborate on research and development,Burin Peninsula,4279973,https://en.wikipedia.org/wiki/?curid=4279973,1
How do Michigan's automotive companies collaborate on research and development,Cephalopod,42726,https://en.wikipedia.org/wiki/?curid=42726,1
How do Michigan's automotive companies collaborate on research and development,Metro Detroit,490908,https://en.wikipedia.org/wiki/?curid=490908,4
How do Michigan's automotive companies collaborate on research and development,1964 race riots in Singapore,2702670,https://en.wikipedia.org/wiki/?curid=2702670,1
How do Michigan's automotive companies collaborate on research and development,"Baker County, Oregon",92037,https://en.wikipedia.org/wiki/?curid=92037,1
How do Michigan's automotive companies collaborate on research and development,The Rise and Fall of the Third Reich,385799,https://en.wikipedia.org/wiki/?curid=385799,1
How do Michigan's automotive companies collaborate on research and development,Electromechanics,31322120,https://en.wikipedia.org/wiki/?curid=31322120,1
How do Michigan's automotive companies collaborate on research and development,Bosch (company),231364,https://en.wikipedia.org/wiki/?curid=231364,3
How do Michigan's automotive companies collaborate on research and development,Philip Humber's perfect game,35576309,https://en.wikipedia.org/wiki/?curid=35576309,1
How do Michigan's automotive companies collaborate on research and development,Paul Haggis,1659870,https://en.wikipedia.org/wiki/?curid=1659870,1
How do Michigan's automotive companies collaborate on research and development,"Pontiac, Michigan",118786,https://en.wikipedia.org/wiki/?curid=118786,3
How do Michigan's automotive companies collaborate on research and development,Automotive Hall of Fame,1341940,https://en.wikipedia.org/wiki/?curid=1341940,3
How do Michigan's automotive companies collaborate on research and development,Fishing industry in England,26209797,https://en.wikipedia.org/wiki/?curid=26209797,1
How do Michigan's automotive companies collaborate on research and development,Jaguar Land Rover,18643465,https://en.wikipedia.org/wiki/?curid=18643465,2
How do Michigan's automotive companies collaborate on research and development,Manufacturing in Japan,2864056,https://en.wikipedia.org/wiki/?curid=2864056,1
How do Michigan's automotive companies collaborate on research and development,Automotive industry in India,4437504,https://en.wikipedia.org/wiki/?curid=4437504,1
How does Michigan's automotive industry contribute to global manufacturing and trade,TRW Automotive,13449780,https://en.wikipedia.org/wiki/?curid=13449780,5
How does Michigan's automotive industry contribute to global manufacturing and trade,Tenth Air Force,464030,https://en.wikipedia.org/wiki/?curid=464030,1
How does Michigan's automotive industry contribute to global manufacturing and trade,AK Steel Holding,3640253,https://en.wikipedia.org/wiki/?curid=3640253,4
How does Michigan's automotive industry contribute to global manufacturing and trade,MeWATCH,60427018,https://en.wikipedia.org/wiki/?curid=60427018,1
